4314,Hotel Service Managers,0,0,0,0,0,0,5,338,0,0,0,0,0,20,0,0,30,9,0,404
4315,Waiters,4,0,108,0,8,10,130,6715,48,9,5,84,5,23,32,9,110,155,21,7476
4319,Other Hospitality Workers,0,0,3,0,4,0,6,161,11,0,0,10,0,5,0,0,6,81,7,294
4411,Defence Force Members - Other Ranks,0,0,7,0,4,0,0,0,0,0,0,0,5,0,871,0,0,0,0,887
4412,Fire & Emergency Workers,3,38,7,3,5,0,0,0,25,0,0,0,0,0,815,4,9,0,0,909
4413,Police,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4187,29,2,0,0,4223
4421,Prison Officers,0,0,4,0,0,0,0,0,0,0,0,0,0,0,923,0,6,0,0,933
4422,Security Officers & Guards,0,14,93,20,26,14,136,115,55,11,14,26,10,25,2193,59,63,96,18,2988
4511,Beauty Therapists,0,0,11,0,0,12,72,7,0,0,0,0,0,0,0,5,25,0,1155,1287
4512,Driving Instructors,0,7,0,3,0,0,0,0,19,0,0,0,0,0,13,311,0,0,0,353
4513,Funeral Workers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,297,303
4514,"Gallery, Museum & Tour Guides",0,3,3,0,0,3,11,23,61,0,0,3,4,82,22,12,3,59,0,289
4515,Personal Care Consultants,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,8,167,0,35,222
4516,Tourism & Travel Advisers,0,4,0,4,0,0,15,21,79,0,11,3,18,1107,45,4,4,12,10,1337
4517,Travel Attendants,0,0,0,0,0,0,0,5,271,0,0,0,0,12,3,0,0,0,0,291
4518,Other Personal Service Workers,3,0,7,0,9,0,24,13,0,0,3,0,14,3,7,164,123,24,341,736
4521,Fitness Instructors,0,0,6,0,5,0,4,5,0,0,0,0,0,4,21,138,87,520,671,1461
4522,Outdoor Adventure Guides,3,0,0,0,0,0,0,0,5,0,0,0,0,4,3,60,11,14,0,100
4523,"Sports Coaches, Instructors & Officials",8,0,9,0,0,0,3,7,6,4,5,0,4,3,69,995,30,660,38,1842
4524,Sportspersons,0,0,0,0,0,0,16,4,0,0,0,0,0,3,22,29,11,329,0,414
5111,"Contract, Program & Project Administrators",44,113,485,233,449,94,56,18,98,87,175,104,449,135,2081,684,742,48,152,6247
5121,Office Managers,164,75,798,101,879,518,578,163,313,97,252,298,833,272,608,428,855,80,478,7789
5122,Practice Managers,0,0,5,0,4,4,4,0,0,0,29,0,122,15,15,8,1020,0,5,1231
5211,Personal Assistants,25,32,179,61,119,94,91,16,41,51,236,165,449,76,608,380,442,44,115,3228
5212,Secretaries,186,39,310,31,489,164,196,42,172,29,100,106,1140,112,178,235,358,35,273,4198
5311,General Clerks,236,167,1245,252,1173,749,1102,235,655,222,861,504,1092,635,3103,2209,2674,169,750,18033
5321,Keyboard Operators,36,39,290,84,159,165,189,28,194,100,292,49,278,239,664,193,600,29,116,3747
5411,Call or Contact Centre Workers,0,0,31,255,31,24,77,4,58,471,410,10,22,341,403,3,193,6,83,2424
5412,Inquiry Clerks,3,7,88,314,59,135,261,33,100,459,308,67,59,109,1032,136,154,39,111,3477
5421,Receptionists,28,26,442,49,330,243,324,621,161,60,238,226,679,271,293,513,5256,220,343,10322
5511,Accounting Clerks,96,72,1037,165,721,535,611,133,336,137,446,154,633,225,837,478,649,74,262,7599
5512,Bookkeepers,320,21,385,29,782,217,425,150,186,34,150,91,1203,129,96,494,229,41,275,5258
5513,Payroll Clerks,31,26,241,38,147,74,203,54,87,38,51,20,148,151,365,90,201,21,65,2050
